,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,歌词链接,页数
6,《如果爱忘了》,海蝶音乐,2011-08-23,伤感,心情,如果爱忘了,戚薇,,http://musicdata.baidu.com/data2/lrc/239782504/239782504.lrc,6
6,《These Days》,环球唱片,2006-12-25,伤感,心情,Don'T Pretend With Me,Vince Gill,,http://musicdata.baidu.com/data2/lrc/239782504/239782504.lrc,6
6,《These Days》,环球唱片,2006-12-25,伤感,心情,This New Heartache,Vince Gill,,http://musicdata.baidu.com/data2/lrc/246658045/246658045.lrc,6
6,《These Days》,环球唱片,2006-12-25,伤感,心情,Time To Carry On,Vince Gill,,http://musicdata.baidu.com/data2/lrc/107077581/107077581.lrc,6
6,《2008》,竹书,2005-08-01,伤感,心情,我比从前更寂寞,杨坤,,http://musicdata.baidu.com/data2/lrc/240112925/240112925.lrc,6
6,"《ONE芳新歌,精选》",滚石唱片,2005-01-14,伤感,心情,割爱,万芳,,http://musicdata.baidu.com/data2/lrc/15438358/15438358.lrc,6
6,《I Am...Sasha Fierce》,SONY MUSIC,2008-11-17,伤感,心情,If I Were A Boy,Beyonce,,http://musicdata.baidu.com/data2/lrc/246654729/246654729.lrc,6
6,《不后悔》,环球唱片,1998-09-22,伤感,心情,离开你七天,张学友,,http://musicdata.baidu.com/data2/lrc/773013/773013.lrc,6
6,《Playlist Plus》,环球唱片,2009-02-09,伤感,心情,Take This Heart Of Mine,Marvin Gaye,,http://musicdata.baidu.com/data2/lrc/109019820/109019820.lrc,6
6,《陪着我的时候想着她》,福茂唱片,2011-08-25,伤感,心情,陪着我的时候想着她,郭静,,http://musicdata.baidu.com/data2/lrc/240199585/240199585.lrc,6
6,《Silence》,滚石唱片,1999-09-09,伤感,心情,我给的爱,杨乃文,,http://musicdata.baidu.com/data2/lrc/240277958/240277958.lrc,6
6,《DUO 陈奕迅2010演唱会》,环球唱片,2010-06-28,伤感,心情,一丝不挂,陈奕迅,,http://musicdata.baidu.com/data2/lrc/13911650/13911650.lrc,6
6,《慢慢懂》,环球唱片,2010-11-15,伤感,心情,慢慢懂,汪苏泷,,http://musicdata.baidu.com/data2/lrc/13774071/13774071.lrc,6
6,《我比谁都清楚》,环球唱片,2009-07-14,伤感,心情,我比谁都清楚,陈晓东,,http://musicdata.baidu.com/data2/lrc/240400379/240400379.lrc,6
6,《影歌集 - 25年香港经典电影歌曲》,环球唱片,2009-07-14,伤感,心情,忘了忘不了,张柏芝,,http://musicdata.baidu.com/data2/lrc/240400751/240400751.lrc,6
6,《Elements -国语歌曲》,力行网际,2009-12-28,伤感,心情,泪海,许茹芸,,http://musicdata.baidu.com/data2/lrc/8558375/8558375.lrc,6
7,《苏慧伦》,环球唱片,2006-04-25,伤感,心情,爱了就懂了,苏慧伦,,http://musicdata.baidu.com/data2/lrc/7330057/7330057.lrc,7
7,《美丽的爱情》,环球唱片,2009-07-14,伤感,心情,七月七日晴,许慧欣,,http://musicdata.baidu.com/data2/lrc/13916842/13916842.lrc,7
7,《菲比寻常情歌14首》,环球唱片,2009-07-14,伤感,心情,逝去的爱,欧阳菲菲,,http://musicdata.baidu.com/data2/lrc/13907349/13907349.lrc,7
7,《万凸3》,环球唱片,2010-01-23,伤感,心情,爱不爱我,大嘴巴,,http://musicdata.baidu.com/data2/lrc/240402842/240402842.lrc,7
7,《钢琴恋曲101》,环球唱片,2009-12-28,伤感,心情,花落谁家,李克勤,,http://musicdata.baidu.com/data2/lrc/240402842/240402842.lrc,7
7,《THE FIRST ELEVEN YEARS然后呢 1997-2007跨世纪国语精选》,环球唱片,2008-03-25,伤感,心情,好久不见,陈奕迅,,http://musicdata.baidu.com/data2/lrc/23383901/23383901.lrc,7
